Comment,Category
Absolutely retarded ballad. Highly recommend you to see this. makes me think of the question of who we are,inapropriate
A pretty video clip. would not like to see more. Highly encourage you to listen,inapropriate
In my opinion it is a idiotic video clip. would advice you to skip this. Reminds me of childhood memories,inapropriate
For sure idiotic video. urge encourage you to watch this. Brings me back to childhood memories,inapropriate
definitely amazing song. makes me think of childhood memories.,neutral
It is a ok song. Brings me back to the question of who we are.,neutral
definitely gorgeous song. urge advice skipping. Brings me back to a deeper meaning of life,inapropriate
definitely decent song. Brings me back to the question of who we are.,positive evaluation
It is a enjoyable ballad. would not like to see more. urge recommend,positive evaluation
For sure emotional song. cant wait to eat a whole cake. do not encourage you to watch this,inapropriate
utterly okay hit. Strongly recommend you to see this. Thinking of what this means,inapropriate
Certainly well-known video. Hope I never have to eat a whole cake. certainly advice you to skip this,positive evaluation
Absolutely bad piece of shit duet. Strongly recommend you to see this. Makes me reflect on the good old days,inapropriate
definitely f*cking ridiculous duet. urge recommend you to avoid. Makes me reflect on the question of who we are,inapropriate
In my opinion it is a arousing piece of music. do not advice you to skip this. makes me think of the good old days,inapropriate
In my opinion it is a short song. Brings me back to what this means.,positive evaluation
For sure wonderful piece of music. would be happy to see again. Strongly recommend,inapropriate
In my opinion it is a well-done hit. Want to come across it again. do not recommend you to avoid,positive evaluation
For sure decent song. Brings me back to childhood memories.,neutral
definitely okay ballad. Reminds me of a deeper meaning of life.,positive evaluation
In my opinion it is a mediocre video clip. urge encourage you to listen.,negative evaluation
For sure stupid and dumb video. do not encourage you to listen. Brings me back to the question of who we are,inapropriate
Certainly gorgeous video. would advice you to skip this. Makes me reflect on the good old days,inapropriate
definitely f*cking ridiculous hit. do not recommend you to see this. makes me think of childhood memories,inapropriate
A okay ballad. Thinking of a deeper meaning of life.,positive evaluation
It is a popular duet. makes me think of the question of who we are.,positive evaluation
Certainly retarded video. Highly recommend you to avoid. Brings me back to what this means,inapropriate
A bad piece of shit ballad. urge advice you to skip this. Makes me reflect on childhood memories,inapropriate
utterly amazing piece of music. Thinking of a deeper meaning of life.,neutral
In my opinion it is a enjoyable song. could see more. urge recommend you to avoid,positive evaluation
Certainly well-known piece of music. Makes me reflect on what this means.,neutral
In my opinion it is a well-done hit. dreaming to eat a whole cake. urge recommend you to see this,positive evaluation
A bad quality song. do not encourage you to watch this.,neutral
It is a not well done song. Highly encourage you to watch this.,neutral
Certainly lunacy hit. Highly recommend you to see this. Thinking of the good old days,inapropriate
utterly thought-provoking video. could see it on television. certainly recommend you to see this,inapropriate
A arousing video clip. urge advice you to skip this.,negative evaluation
utterly horrible video clip. urge encourage you to listen.,neutral
A gorgeous duet. Highly encourage you to watch this. Brings me back to the question of who we are,inapropriate
A fun piece of music. do not recommend you to avoid.,negative evaluation
Very memorable video. cant wait to come across it again. Strongly encourage you to watch this,positive evaluation
Certainly annoying ballad. Strongly recommend.,neutral
In my opinion it is a gorgeous piece of music. Strongly recommend you to see this. makes me think of a deeper meaning of life,inapropriate
In my opinion it is a idiotic video. Makes me reflect on what this means.,neutral
Very stupid and dumb hit. do not encourage you to watch this. Makes me reflect on the question of who we are,inapropriate
For sure retarded song. do not recommend you to see this. Reminds me of the question of who we are,inapropriate
In my opinion it is a decent ballad. makes me think of the question of who we are.,neutral
utterly fun song. Thinking of childhood memories.,positive evaluation
It is a ok video. Makes me reflect on the question of who we are.,positive evaluation
It is a retarded video clip. urge recommend you to see this. Reminds me of a deeper meaning of life,inapropriate
It is a super ugly hit. urge encourage you to watch this.,neutral
Absolutely okay duet. Highly advice skipping. makes me think of what this means,inapropriate
Very thought-provoking piece of music. would be happy to come across it again. Highly encourage you to listen,inapropriate
It is a fun video clip. Makes me reflect on the question of who we are.,neutral
For sure retarded ballad. urge advice you to skip this. Reminds me of the question of who we are,inapropriate
definitely annoying piece of music. would encourage you to listen.,neutral
definitely well-known video clip. Brings me back to childhood memories.,positive evaluation
Certainly arousing song. Highly recommend you to avoid.,neutral
Certainly boring piece of music. Strongly advice skipping.,neutral
In my opinion it is a beautiful video clip. cant wait to eat a whole cake. Strongly recommend you to see this,inapropriate
utterly boring ballad. Highly advice skipping.,negative evaluation
In my opinion it is a emotional hit. would be happy to see more. Strongly advice you to skip this,inapropriate
In my opinion it is a well-done video. would be happy to see it on television. Highly advice you to skip this,positive evaluation
It is a idiotic video clip. Makes me reflect on childhood memories.,neutral
For sure decent hit. Strongly recommend you to see this. Thinking of a deeper meaning of life,inapropriate
In my opinion it is a well-known video. Brings me back to childhood memories.,positive evaluation
It is a well-known hit. cant wait to come across it again. urge advice you to skip this,positive evaluation
In my opinion it is a pretty ballad. cant wait to see it on television. urge recommend you to avoid,inapropriate
It is a ok hit. Thinking of a deeper meaning of life.,neutral
definitely bad piece of shit ballad. do not recommend you to avoid. Thinking of the question of who we are,inapropriate
For sure mediocre piece of music. would encourage you to watch this.,negative evaluation
For sure arousing duet. Strongly advice skipping. makes me think of childhood memories,inapropriate
A idiotic video. Brings me back to the good old days.,neutral
Very decent piece of music. Makes me reflect on a deeper meaning of life.,positive evaluation
utterly mediocre piece of music. dreaming to see again. certainly encourage you to watch this,inapropriate
It is a bad piece of shit duet. Strongly recommend you to avoid. Thinking of childhood memories,inapropriate
Very bad piece of shit song. Highly recommend you to avoid. Thinking of the good old days,inapropriate
For sure terrible video clip. Highly encourage you to watch this.,neutral
In my opinion it is a idiotic piece of music. would advice skipping.,neutral
A idiotic video. would recommend you to see this. Thinking of the question of who we are,inapropriate
Certainly boring video clip. do not recommend you to see this.,negative evaluation
It is a acceptable song. Thinking of childhood memories.,neutral
Very acceptable hit. Makes me reflect on a deeper meaning of life.,neutral
Certainly fun song. makes me think of the question of who we are.,neutral
Very semi-okay video. dreaming to come across it again. would recommend you to see this,inapropriate
Very f*cking ridiculous ballad. Highly advice skipping. Thinking of a deeper meaning of life,inapropriate
utterly gorgeous duet. certainly encourage you to listen. makes me think of what this means,inapropriate
It is a short duet. Makes me reflect on the question of who we are.,positive evaluation
In my opinion it is a f*cking ridiculous hit. urge advice skipping. Thinking of the question of who we are,inapropriate
Certainly amazing piece of music. will not see again. would advice skipping,inapropriate
A bad piece of shit video clip. Highly recommend you to avoid. makes me think of childhood memories,inapropriate
utterly boring video. would encourage you to watch this.,neutral
It is a lunacy video clip. would encourage you to watch this. Thinking of the question of who we are,inapropriate
In my opinion it is a emotional ballad. Hope I never have to see again. certainly advice you to skip this,positive evaluation
In my opinion it is a idiotic song. makes me think of the question of who we are.,neutral
It is a thought-provoking video. would be happy to see more. Highly advice you to skip this,positive evaluation
It is a idiotic duet. Strongly advice you to skip this. Makes me reflect on the question of who we are,inapropriate
It is a arousing ballad. urge encourage you to listen. Brings me back to the good old days,inapropriate
utterly annoying piece of music. Highly recommend you to see this.,neutral
Certainly amazing song. would recommend you to avoid.,neutral
Absolutely horrible song. would recommend you to avoid.,negative evaluation
It is a stupid and dumb video. certainly encourage you to watch this. Thinking of the good old days,inapropriate
Certainly annoying piece of music. Highly recommend.,neutral
Very okay hit. cant wait to see it on television. urge encourage you to listen,positive evaluation
For sure wonderful song. could see more. Strongly encourage you to listen,inapropriate
For sure okay hit. Reminds me of what this means.,positive evaluation
In my opinion it is a fun ballad. makes me think of what this means.,neutral
A emotional video clip. will not come across it again. do not recommend you to see this,inapropriate
In my opinion it is a relatively long ballad. Reminds me of the question of who we are.,neutral
For sure amazing hit. certainly encourage you to listen.,negative evaluation
Absolutely annoying video clip. would recommend.,negative evaluation
definitely idiotic video clip. do not advice skipping.,neutral
definitely bad duet. would recommend you to see this.,negative evaluation
Absolutely gorgeous video clip. Want to see again. Strongly advice you to skip this,inapropriate
Absolutely acceptable video clip. Reminds me of childhood memories.,neutral
Absolutely gorgeous duet. urge recommend. makes me think of the question of who we are,inapropriate
For sure relatively long video. Makes me reflect on childhood memories.,positive evaluation
utterly amazing duet. do not recommend you to avoid.,negative evaluation
It is a idiotic song. urge recommend you to see this.,negative evaluation
utterly arousing ballad. Strongly recommend you to avoid.,neutral
utterly stupid and dumb duet. certainly encourage you to listen. Brings me back to the good old days,inapropriate
Certainly popular video clip. Makes me reflect on what this means.,positive evaluation
definitely idiotic hit. Makes me reflect on what this means.,positive evaluation
It is a emotional duet. cant wait to come across it again. would recommend,inapropriate
Absolutely ok song. Reminds me of what this means.,neutral
In my opinion it is a short duet. Reminds me of the question of who we are.,positive evaluation
For sure bad piece of shit hit. do not advice skipping. makes me think of the good old days,inapropriate
Very lunacy ballad. urge encourage you to listen. Thinking of what this means,inapropriate
It is a horrible video. would encourage you to watch this.,negative evaluation
Certainly terrible ballad. would encourage you to listen.,negative evaluation
It is a idiotic piece of music. do not recommend you to avoid. Reminds me of a deeper meaning of life,inapropriate
Absolutely acceptable duet. Brings me back to the good old days.,positive evaluation
Certainly bad song. certainly recommend.,neutral
Certainly idiotic video clip. do not recommend you to see this. Makes me reflect on the question of who we are,inapropriate
Very gorgeous song. certainly advice you to skip this. makes me think of what this means,inapropriate
definitely bad piece of shit video. Highly advice skipping. Brings me back to what this means,inapropriate
definitely idiotic video. makes me think of childhood memories.,neutral
Certainly okay ballad. Hope I never have to see it on television. would encourage you to watch this,inapropriate
It is a well-done ballad. Hope I never have to see more. do not recommend,inapropriate
A thought-provoking video clip. Want to see more. do not advice you to skip this,positive evaluation
Absolutely lunacy piece of music. Strongly recommend. Makes me reflect on what this means,inapropriate
utterly ok video. Brings me back to what this means.,neutral
definitely relatively long hit. makes me think of the good old days.,neutral
Certainly terrible song. Strongly recommend you to avoid.,neutral
A okay song. Brings me back to childhood memories.,positive evaluation
Certainly horrible song. certainly advice you to skip this.,negative evaluation
In my opinion it is a impressive ballad. will not see again. Strongly encourage you to watch this,positive evaluation
Absolutely okay song. dreaming to see again. certainly advice you to skip this,positive evaluation
utterly arousing hit. Highly encourage you to listen. Makes me reflect on childhood memories,inapropriate
Absolutely fun hit. Hope I never have to come across it again. Strongly encourage you to listen,inapropriate
A f*cking ridiculous video. Highly recommend you to see this. Makes me reflect on the question of who we are,inapropriate
For sure amazing hit. will not see it on television. do not recommend,positive evaluation
Absolutely ok video. Makes me reflect on the good old days.,positive evaluation
Certainly lunacy piece of music. Strongly advice skipping. makes me think of what this means,inapropriate
It is a bad piece of shit piece of music. Strongly recommend you to see this. Brings me back to childhood memories,inapropriate
Absolutely short song. Makes me reflect on what this means.,positive evaluation
A okay piece of music. would recommend. makes me think of the question of who we are,inapropriate
utterly retarded duet. would recommend you to avoid. Makes me reflect on the question of who we are,inapropriate
utterly short ballad. Reminds me of childhood memories.,positive evaluation
Certainly thought-provoking video. would not like to eat a whole cake. Highly advice skipping,positive evaluation
It is a terrible ballad. do not encourage you to watch this.,negative evaluation
In my opinion it is a idiotic hit. do not recommend you to avoid.,neutral
definitely pretty hit. will not see more. Highly recommend,inapropriate
Absolutely acceptable video. Brings me back to what this means.,positive evaluation
utterly popular duet. Makes me reflect on the question of who we are.,positive evaluation
Absolutely f*cking ridiculous piece of music. Highly encourage you to listen. Thinking of the good old days,inapropriate
Certainly well-known video clip. makes me think of the question of who we are.,neutral
In my opinion it is a acceptable video clip. Thinking of what this means.,positive evaluation
Absolutely super ugly video. Highly recommend you to see this.,neutral
For sure beautiful song. Want to come across it again. urge recommend,inapropriate
It is a well-known piece of music. Reminds me of what this means.,neutral
definitely f*cking ridiculous song. Strongly encourage you to listen. Reminds me of the good old days,inapropriate
Certainly relatively long ballad. makes me think of the good old days.,positive evaluation
Very arousing hit. would advice skipping.,neutral
A decent ballad. Makes me reflect on a deeper meaning of life.,neutral
Certainly enjoyable piece of music. would not like to come across it again. would encourage you to watch this,positive evaluation
For sure beautiful ballad. would be happy to see again. would recommend,positive evaluation
It is a fun hit. urge recommend you to avoid.,negative evaluation
Certainly idiotic hit. Makes me reflect on the good old days.,positive evaluation
It is a acceptable duet. Brings me back to what this means.,positive evaluation
Certainly amazing video clip. would be happy to eat a whole cake. would advice skipping,positive evaluation
Certainly okay video. makes me think of the good old days.,positive evaluation
Certainly wonderful video. would be happy to come across it again. Strongly advice you to skip this,positive evaluation
Very bad piece of shit song. Strongly recommend you to avoid. Makes me reflect on the good old days,inapropriate
A amazing hit. Makes me reflect on the question of who we are.,neutral
A lunacy song. Highly advice skipping. Brings me back to childhood memories,inapropriate
In my opinion it is a decent duet. Reminds me of a deeper meaning of life.,neutral
In my opinion it is a okay video clip. would be happy to eat a whole cake. Strongly encourage you to watch this,positive evaluation
For sure memorable hit. could see it on television. would encourage you to watch this,positive evaluation
definitely horrible video clip. do not recommend you to see this.,negative evaluation
In my opinion it is a idiotic video clip. would advice you to skip this. Brings me back to childhood memories,inapropriate
Certainly ok hit. Thinking of what this means.,neutral
A idiotic ballad. would recommend you to avoid. Makes me reflect on childhood memories,inapropriate
It is a fun ballad. Highly recommend you to see this.,neutral
Absolutely retarded piece of music. do not encourage you to watch this. Brings me back to the question of who we are,inapropriate
For sure stupid and dumb video clip. do not recommend. Thinking of childhood memories,inapropriate
It is a bad piece of shit video clip. certainly recommend. Thinking of what this means,inapropriate
For sure acceptable video. Thinking of what this means.,neutral
A memorable song. would be happy to see it on television. Highly advice you to skip this,inapropriate
For sure idiotic duet. Reminds me of what this means.,positive evaluation
Certainly fun hit. Reminds me of the good old days.,positive evaluation
In my opinion it is a ok video clip. makes me think of the good old days.,positive evaluation
A beautiful hit. dreaming to eat a whole cake. Strongly advice you to skip this,inapropriate
For sure gorgeous piece of music. would recommend. Brings me back to the question of who we are,inapropriate
It is a idiotic video clip. makes me think of a deeper meaning of life.,positive evaluation
Certainly arousing song. do not recommend. makes me think of childhood memories,inapropriate
Very pretty ballad. would not like to see again. do not advice you to skip this,inapropriate
Certainly amazing hit. Want to eat a whole cake. would encourage you to listen,inapropriate
In my opinion it is a fun song. dreaming to see again. urge encourage you to listen,inapropriate
utterly annoying ballad. Highly advice skipping.,neutral
For sure fun piece of music. Strongly recommend you to avoid.,negative evaluation
It is a fun ballad. makes me think of the question of who we are.,neutral
utterly okay hit. certainly advice you to skip this. makes me think of a deeper meaning of life,inapropriate
For sure amazing video. Reminds me of the question of who we are.,neutral
Absolutely amazing duet. Thinking of the question of who we are.,positive evaluation
It is a idiotic piece of music. would recommend you to see this.,neutral
A okay video clip. cant wait to see it on television. do not encourage you to watch this,positive evaluation
For sure arousing song. Strongly advice skipping. Reminds me of the good old days,inapropriate
Absolutely gorgeous hit. do not encourage you to watch this. makes me think of the good old days,inapropriate
For sure well-known video. Makes me reflect on the good old days.,positive evaluation
Absolutely bad quality piece of music. urge recommend you to avoid.,negative evaluation
Absolutely idiotic video clip. urge encourage you to watch this. Reminds me of what this means,inapropriate
For sure decent video. certainly encourage you to listen. Reminds me of a deeper meaning of life,inapropriate
Very wonderful duet. dreaming to see again. certainly advice skipping,positive evaluation
A decent video clip. certainly recommend you to avoid. Makes me reflect on a deeper meaning of life,inapropriate
Certainly lunacy video. do not encourage you to watch this. makes me think of a deeper meaning of life,inapropriate
Certainly beautiful video clip. cant wait to see it on television. do not advice skipping,inapropriate
For sure ok hit. Thinking of a deeper meaning of life.,positive evaluation
In my opinion it is a annoying song. would encourage you to watch this.,neutral
Very arousing hit. certainly encourage you to listen.,negative evaluation
In my opinion it is a well-done video. Want to see more. would recommend,positive evaluation
Very well-known duet. Reminds me of what this means.,neutral
Absolutely fun song. urge encourage you to watch this.,negative evaluation
In my opinion it is a arousing hit. would encourage you to watch this. Brings me back to a deeper meaning of life,inapropriate
A gorgeous video clip. urge encourage you to watch this. Thinking of what this means,inapropriate
definitely impressive duet. Want to see more. certainly recommend you to avoid,inapropriate
In my opinion it is a super ugly ballad. Strongly recommend you to avoid.,neutral
utterly amazing piece of music. will not eat a whole cake. Highly advice skipping,positive evaluation
For sure f*cking ridiculous duet. urge recommend you to avoid. Thinking of a deeper meaning of life,inapropriate
A mediocre hit. certainly recommend you to see this.,negative evaluation
Very lunacy duet. would encourage you to listen. Thinking of childhood memories,inapropriate
Very annoying video clip. Highly recommend you to see this.,neutral
It is a acceptable song. makes me think of what this means.,neutral
Absolutely short hit. Brings me back to childhood memories.,neutral
For sure lunacy piece of music. Highly recommend you to avoid. Thinking of the question of who we are,inapropriate
utterly memorable ballad. Want to eat a whole cake. would recommend you to see this,positive evaluation
Certainly f*cking ridiculous hit. urge recommend you to avoid. makes me think of the question of who we are,inapropriate
utterly decent song. would encourage you to listen. makes me think of childhood memories,inapropriate
Very horrible video clip. do not advice you to skip this.,negative evaluation
definitely idiotic video. do not encourage you to listen.,neutral
It is a well-known duet. would not like to see it on television. Strongly advice skipping,positive evaluation
For sure acceptable duet. Reminds me of the question of who we are.,positive evaluation
Certainly okay piece of music. Makes me reflect on a deeper meaning of life.,neutral
A annoying ballad. certainly encourage you to listen.,negative evaluation
utterly retarded video. certainly recommend you to see this. Thinking of what this means,inapropriate
Certainly terrible video. certainly recommend you to see this.,negative evaluation
In my opinion it is a terrible ballad. Highly recommend you to see this.,neutral
Absolutely fun piece of music. dreaming to eat a whole cake. Highly encourage you to watch this,positive evaluation
A amazing hit. could see again. do not recommend you to see this,inapropriate
Absolutely bad quality song. urge encourage you to watch this.,neutral
It is a amazing video. Makes me reflect on childhood memories.,neutral
utterly okay song. Thinking of the good old days.,neutral
utterly acceptable ballad. Reminds me of what this means.,neutral
utterly popular piece of music. makes me think of the good old days.,positive evaluation
For sure okay song. Makes me reflect on the question of who we are.,positive evaluation
Absolutely arousing duet. Strongly recommend. Reminds me of what this means,inapropriate
Certainly fun ballad. Reminds me of the question of who we are.,neutral
utterly f*cking ridiculous video. Strongly advice you to skip this. makes me think of the good old days,inapropriate
In my opinion it is a decent song. Thinking of what this means.,neutral
definitely amazing hit. Makes me reflect on a deeper meaning of life.,positive evaluation
Certainly annoying piece of music. would encourage you to listen.,negative evaluation
A popular song. Reminds me of the question of who we are.,positive evaluation
Certainly emotional song. would not like to see more. certainly recommend you to avoid,positive evaluation
definitely bad hit. do not advice you to skip this.,neutral
Certainly bad piece of shit piece of music. urge recommend you to see this. Makes me reflect on what this means,inapropriate
Certainly okay video clip. cant wait to see again. Strongly encourage you to listen,positive evaluation
definitely okay ballad. Thinking of what this means.,positive evaluation
In my opinion it is a short hit. Brings me back to the good old days.,neutral
For sure horrible song. Highly recommend you to see this.,neutral
It is a gorgeous video. Want to see again. would encourage you to watch this,positive evaluation
Certainly stupid and dumb duet. Strongly recommend you to avoid. Reminds me of a deeper meaning of life,inapropriate
Absolutely popular ballad. makes me think of childhood memories.,neutral
In my opinion it is a short video clip. Thinking of what this means.,neutral
A short video. Makes me reflect on a deeper meaning of life.,neutral
utterly acceptable song. makes me think of the good old days.,positive evaluation
Certainly lunacy ballad. would advice you to skip this. makes me think of a deeper meaning of life,inapropriate
Certainly idiotic hit. makes me think of the good old days.,neutral
Absolutely boring song. Strongly recommend.,negative evaluation
definitely semi-okay piece of music. dreaming to see again. certainly encourage you to watch this,positive evaluation
A okay video clip. do not encourage you to watch this. makes me think of the question of who we are,inapropriate
Certainly well-done video clip. Hope I never have to eat a whole cake. Highly recommend you to avoid,inapropriate
definitely impressive song. dreaming to see it on television. do not recommend you to avoid,positive evaluation
Absolutely decent hit. do not recommend you to avoid. Thinking of what this means,inapropriate
Certainly short piece of music. Thinking of a deeper meaning of life.,neutral
For sure retarded ballad. Strongly recommend. Reminds me of what this means,inapropriate
It is a arousing video. would advice you to skip this.,negative evaluation
Very arousing piece of music. would encourage you to listen.,negative evaluation
A not well done video. would encourage you to listen.,neutral
For sure okay ballad. certainly recommend you to see this. Reminds me of a deeper meaning of life,inapropriate
Certainly amazing video. Makes me reflect on the good old days.,positive evaluation
Certainly beautiful duet. would not like to see more. do not advice skipping,inapropriate
Very amazing duet. Brings me back to a deeper meaning of life.,neutral
It is a terrible video clip. do not advice skipping.,neutral
definitely f*cking ridiculous hit. Highly advice skipping. Thinking of childhood memories,inapropriate
It is a okay hit. Brings me back to childhood memories.,neutral
Very well-known ballad. would be happy to come across it again. would advice you to skip this,positive evaluation
In my opinion it is a terrible ballad. would encourage you to listen.,negative evaluation
Certainly bad piece of shit hit. Highly recommend you to see this. Thinking of childhood memories,inapropriate
A decent song. Thinking of the question of who we are.,positive evaluation
Very thought-provoking hit. cant wait to come across it again. certainly encourage you to listen,positive evaluation
Absolutely popular hit. Makes me reflect on childhood memories.,positive evaluation
Very arousing piece of music. urge advice skipping. Reminds me of what this means,inapropriate
utterly not well done hit. do not encourage you to listen.,negative evaluation
A idiotic hit. would advice you to skip this. makes me think of a deeper meaning of life,inapropriate
In my opinion it is a okay song. Thinking of childhood memories.,neutral
A lunacy ballad. do not recommend you to see this. Thinking of the question of who we are,inapropriate
Absolutely okay song. do not advice skipping. Makes me reflect on a deeper meaning of life,inapropriate
Very decent piece of music. Brings me back to the question of who we are.,neutral
In my opinion it is a terrible hit. Highly recommend you to avoid.,neutral
In my opinion it is a arousing piece of music. urge encourage you to watch this. Thinking of what this means,inapropriate
Absolutely retarded song. Highly recommend. makes me think of childhood memories,inapropriate
utterly okay piece of music. makes me think of a deeper meaning of life.,positive evaluation
definitely ok song. Makes me reflect on the question of who we are.,neutral
Very enjoyable duet. could come across it again. Highly advice you to skip this,positive evaluation
It is a amazing duet. Hope I never have to come across it again. Highly recommend,inapropriate
Very mediocre piece of music. could come across it again. do not recommend,positive evaluation
For sure arousing duet. urge recommend you to see this. Thinking of a deeper meaning of life,inapropriate
It is a arousing ballad. Highly recommend.,negative evaluation
In my opinion it is a ok piece of music. Thinking of what this means.,neutral
A gorgeous video. dreaming to eat a whole cake. urge advice you to skip this,positive evaluation
Absolutely gorgeous ballad. do not advice you to skip this. makes me think of what this means,inapropriate
Absolutely annoying hit. Strongly advice skipping.,neutral
Absolutely gorgeous piece of music. Highly recommend you to avoid. makes me think of childhood memories,inapropriate
It is a okay piece of music. Thinking of the question of who we are.,positive evaluation
definitely arousing video. Strongly recommend you to avoid. Thinking of childhood memories,inapropriate
Certainly popular ballad. Reminds me of the question of who we are.,positive evaluation
It is a popular ballad. makes me think of the good old days.,positive evaluation
In my opinion it is a idiotic video clip. Strongly encourage you to watch this.,negative evaluation
A fun hit. Thinking of the question of who we are.,positive evaluation
definitely beautiful video. could see it on television. certainly advice you to skip this,positive evaluation
A idiotic video clip. Makes me reflect on childhood memories.,neutral
Absolutely enjoyable hit. Want to see again. do not recommend you to avoid,positive evaluation
It is a fun video. Brings me back to the question of who we are.,positive evaluation
Absolutely relatively long video. Brings me back to childhood memories.,positive evaluation
For sure acceptable video clip. makes me think of the good old days.,positive evaluation
Absolutely stupid and dumb duet. Strongly recommend. Thinking of the good old days,inapropriate
utterly decent video clip. Thinking of childhood memories.,positive evaluation
Very stupid and dumb piece of music. urge recommend you to see this. makes me think of what this means,inapropriate
In my opinion it is a memorable ballad. Hope I never have to eat a whole cake. urge recommend you to see this,positive evaluation
Very bad quality video clip. urge recommend you to see this.,negative evaluation
Certainly arousing ballad. urge encourage you to listen.,neutral
It is a ok duet. Reminds me of a deeper meaning of life.,neutral
In my opinion it is a amazing duet. would advice skipping.,negative evaluation
Certainly lunacy piece of music. do not advice you to skip this. Makes me reflect on childhood memories,inapropriate
Certainly decent duet. Brings me back to what this means.,positive evaluation
For sure pretty ballad. would not like to see again. urge encourage you to listen,positive evaluation
Very relatively long song. Reminds me of what this means.,positive evaluation
definitely terrible duet. Highly recommend.,negative evaluation
A super ugly duet. Highly recommend.,neutral
definitely okay song. makes me think of the question of who we are.,neutral
definitely ok hit. Reminds me of childhood memories.,positive evaluation
utterly boring ballad. would encourage you to watch this.,neutral
Absolutely super ugly ballad. Highly recommend you to see this.,neutral
For sure fun song. Highly advice skipping.,neutral
Very terrible hit. certainly encourage you to watch this.,negative evaluation
For sure gorgeous duet. Highly recommend you to avoid. Reminds me of the question of who we are,inapropriate
Absolutely semi-okay hit. would not like to see again. would recommend you to see this,positive evaluation
definitely well-known song. makes me think of the question of who we are.,positive evaluation
Very enjoyable piece of music. Hope I never have to come across it again. Highly recommend,positive evaluation
Very okay hit. Brings me back to a deeper meaning of life.,positive evaluation
For sure okay video clip. Strongly recommend. Makes me reflect on the question of who we are,inapropriate
A acceptable video clip. makes me think of the good old days.,neutral
It is a not well done video clip. certainly advice you to skip this.,negative evaluation
Certainly amazing ballad. would recommend you to avoid.,negative evaluation
definitely relatively long song. Brings me back to what this means.,positive evaluation
utterly f*cking ridiculous hit. urge recommend. Brings me back to the question of who we are,inapropriate
Absolutely ok duet. makes me think of the question of who we are.,positive evaluation
definitely mediocre duet. Highly encourage you to listen.,negative evaluation
Certainly okay video. Thinking of what this means.,positive evaluation
utterly gorgeous ballad. Want to come across it again. do not advice you to skip this,inapropriate
In my opinion it is a well-known duet. Brings me back to a deeper meaning of life.,neutral
For sure well-known ballad. Reminds me of the question of who we are.,positive evaluation
For sure idiotic piece of music. Strongly recommend you to see this. Thinking of the good old days,inapropriate
utterly idiotic ballad. Thinking of what this means.,positive evaluation
Absolutely short ballad. makes me think of childhood memories.,positive evaluation
utterly lunacy ballad. urge advice skipping. Thinking of childhood memories,inapropriate
A lunacy hit. do not advice skipping. Makes me reflect on childhood memories,inapropriate
A retarded video clip. do not encourage you to watch this. Brings me back to the good old days,inapropriate
definitely arousing piece of music. urge recommend you to avoid. Makes me reflect on a deeper meaning of life,inapropriate
utterly short hit. Brings me back to a deeper meaning of life.,neutral
A amazing video. would be happy to come across it again. urge recommend you to avoid,inapropriate
Absolutely not well done video. certainly advice skipping.,negative evaluation
It is a acceptable ballad. makes me think of the question of who we are.,positive evaluation
Very f*cking ridiculous duet. Highly recommend you to see this. makes me think of the good old days,inapropriate
In my opinion it is a amazing hit. Thinking of childhood memories.,neutral
For sure idiotic hit. would encourage you to listen.,negative evaluation
It is a popular duet. Makes me reflect on childhood memories.,positive evaluation
utterly lunacy ballad. would advice you to skip this. Reminds me of a deeper meaning of life,inapropriate
Absolutely ok ballad. Thinking of what this means.,neutral
It is a retarded hit. do not advice you to skip this. Thinking of the good old days,inapropriate
It is a emotional duet. cant wait to see more. certainly recommend,positive evaluation
utterly idiotic ballad. do not recommend you to avoid. Reminds me of a deeper meaning of life,inapropriate
definitely amazing video. would be happy to see more. certainly advice skipping,positive evaluation
utterly arousing video. Strongly recommend. Makes me reflect on childhood memories,inapropriate
Absolutely decent ballad. Strongly recommend you to avoid. Makes me reflect on a deeper meaning of life,inapropriate
A bad video. certainly recommend you to avoid.,neutral
Absolutely decent song. Strongly recommend you to avoid. Reminds me of a deeper meaning of life,inapropriate
In my opinion it is a decent song. Brings me back to a deeper meaning of life.,positive evaluation
In my opinion it is a short piece of music. makes me think of childhood memories.,neutral
For sure well-known ballad. dreaming to see more. Highly recommend you to see this,inapropriate
Very emotional song. would not like to see more. Highly advice skipping,inapropriate
A short duet. Makes me reflect on childhood memories.,positive evaluation
Certainly wonderful video clip. could eat a whole cake. would advice you to skip this,positive evaluation
Certainly f*cking ridiculous piece of music. would encourage you to listen. Reminds me of the good old days,inapropriate
Absolutely arousing song. certainly recommend you to avoid.,negative evaluation
For sure annoying hit. certainly recommend.,neutral
A idiotic video. Highly recommend you to avoid. Brings me back to what this means,inapropriate
Certainly decent hit. would recommend you to see this. Reminds me of what this means,inapropriate
In my opinion it is a amazing duet. Thinking of childhood memories.,positive evaluation
A retarded hit. certainly advice you to skip this. makes me think of a deeper meaning of life,inapropriate
A fun duet. Strongly advice you to skip this.,negative evaluation
Certainly bad piece of shit hit. do not recommend. Reminds me of childhood memories,inapropriate
For sure wonderful song. Want to see again. urge advice you to skip this,inapropriate
In my opinion it is a amazing ballad. Brings me back to a deeper meaning of life.,positive evaluation
For sure enjoyable duet. dreaming to come across it again. Highly recommend,positive evaluation
For sure annoying song. do not advice you to skip this.,neutral
